牡丹亭,9.4,https://movie.douban.com/subject/4731050/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2365538258.jpg

狐妖小红娘剧场版：月红篇,9.3,https://movie.douban.com/subject/26972694/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2427045524.jpg

陆游与唐琬,9.3,https://movie.douban.com/subject/10877448/,https://img3.doubanio.com/lpic/s10480612.jpg

狐妖小红娘剧场版：王权富贵,9.2,https://movie.douban.com/subject/26946612/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2409467410.jpg

花为媒,9.1,https://movie.douban.com/subject/2357317/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2227822958.jpg

金花路5号,9.1,https://movie.douban.com/subject/2282452/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1961367162.jpg

芙蓉镇,9.0,https://movie.douban.com/subject/1297880/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2184544013.jpg

红楼梦,9.0,https://movie.douban.com/subject/1329969/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2322451692.jpg

绝不松开我的拳头,9.0,https://movie.douban.com/subject/26199883/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2207905589.jpg

控方证人,9.6,https://movie.douban.com/subject/1296141/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1505392928.jpg

威尔和格蕾丝 告别秀,9.6,https://movie.douban.com/subject/2263259/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2408281629.jpg

迈克尔·杰克逊：音乐历史专辑全集,9.6,https://movie.douban.com/subject/2122919/,https://img3.doubanio.com/lpic/s2541232.jpg

迈克尔·杰克逊：专辑历史记录第二辑,9.6,https://movie.douban.com/subject/1857382/,https://img1.doubanio.com/lpic/s4145497.jpg

演员工作室：老爸老妈的浪漫史,9.5,https://movie.douban.com/subject/25855990/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2176444996.jpg

NBA黄金50周年纪念特辑,9.6,https://movie.douban.com/subject/3145883/,https://img3.doubanio.com/lpic/s3180872.jpg

天使在美国第二部：重建,9.6,https://movie.douban.com/subject/27045950/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2474462430.jpg

阿甘正传,9.4,https://movie.douban.com/subject/1292720/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p510876377.jpg

福尔摩斯二世,9.4,https://movie.douban.com/subject/1303408/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2206737207.jpg

snorks,9.4,https://movie.douban.com/subject/1863428/,https://img3.doubanio.com/lpic/s1796635.jpg

盗梦空间,9.3,https://movie.douban.com/subject/3541415/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p513344864.jpg

机器人总动员,9.3,https://movie.douban.com/subject/2131459/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p449665982.jpg

图兰朵,9.3,https://movie.douban.com/subject/11531648/,https://img3.doubanio.com/lpic/s11141666.jpg

泰坦尼克号,9.2,https://movie.douban.com/subject/1292722/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p457760035.jpg

海上钢琴师,9.2,https://movie.douban.com/subject/1292001/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p511146807.jpg

疯狂动物城,9.2,https://movie.douban.com/subject/25662329/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2315672647.jpg

乱世佳人,9.2,https://movie.douban.com/subject/1300267/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1963126880.jpg

摩登时代,9.2,https://movie.douban.com/subject/1294371/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173707976.jpg

城市之光,9.2,https://movie.douban.com/subject/1293908/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2099815842.jpg

生活多美好,9.2,https://movie.douban.com/subject/1293749/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p771490367.jpg

你逃我也逃,9.2,https://movie.douban.com/subject/1303418/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1339915772.jpg

请以你的名字呼唤我,9.1,https://movie.douban.com/subject/26799731/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2505525050.jpg

A Very Gaga Thanksgiving,9.2,https://movie.douban.com/subject/7001285/,https://img1.doubanio.com/lpic/s7009578.jpg

天旋地转,9.2,https://movie.douban.com/subject/5150857/,https://img3.doubanio.com/lpic/s11164566.jpg

AFI终身成就奖：向梅丽尔·斯特里普致敬,9.2,https://movie.douban.com/subject/5217322/,https://img1.doubanio.com/lpic/s4475928.jpg

饮食男女,9.1,https://movie.douban.com/subject/1291818/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910899751.jpg

美国往事,9.1,https://movie.douban.com/subject/1292262/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p477229647.jpg

暴力云与送子鹳,9.1,https://movie.douban.com/subject/3734350/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p449756673.jpg

马戏团,9.1,https://movie.douban.com/subject/1299628/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2248445275.jpg

卡门,9.1,https://movie.douban.com/subject/1448669/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2500317262.jpg

人人都爱雷蒙德: 最后的笑声,9.1,https://movie.douban.com/subject/3290527/,https://img3.doubanio.com/lpic/s3353335.jpg

吉屋出租：百老汇剧场版,9.1,https://movie.douban.com/subject/24857754/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2037132488.jpg

艾蒂与茜雅：漫长婚约,9.1,https://movie.douban.com/subject/4152738/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1509382174.jpg

博士的女伴,9.1,https://movie.douban.com/subject/11625156/,https://img1.doubanio.com/lpic/s11282609.jpg

虎王归来,9.2,https://movie.douban.com/subject/24849943/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2029447346.jpg

Josh Groban in Concert,9.1,https://movie.douban.com/subject/3004300/,https://img3.doubanio.com/lpic/s2959556.jpg

淘金记,9.0,https://movie.douban.com/subject/1298817/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1581774481.jpg

将军号,9.0,https://movie.douban.com/subject/1292778/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2248676081.jpg

稻草人,9.0,https://movie.douban.com/subject/1867778/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2503556327.jpg

双X：这个游戏的名称,9.0,https://movie.douban.com/subject/1294819/,https://img3.doubanio.com/lpic/s3932346.jpg

Titanic: Breaking New Ground,9.0,https://movie.douban.com/subject/10553302/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1469563182.jpg

爱的奇迹,9.0,https://movie.douban.com/subject/2119286/,https://img3.doubanio.com/lpic/s2511581.jpg

比才：卡门,9.0,https://movie.douban.com/subject/20379214/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2160380844.jpg

Michel Gondry 2: More Videos,9.0,https://movie.douban.com/subject/3872558/,https://img3.doubanio.com/lpic/s3892911.jpg

霸王别姬,9.5,https://movie.douban.com/subject/1291546/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910813120.jpg

紫钗记,9.3,https://movie.douban.com/subject/1401219/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2274298717.jpg

大话西游之大圣娶亲,9.2,https://movie.douban.com/subject/1292213/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2455050536.jpg

幸福的旁边,9.2,https://movie.douban.com/subject/26879897/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2503447611.jpg

